CensusYear,Subject,Gender,AgeGroup,QualifiedEntrantType,StockSize
2014,Chemistry,Female,Less than 35,New to the state funded sector,58.93711407240368
2015,Chemistry,Female,Less than 35,New to the state funded sector,52.64634534838846
2016,Chemistry,Female,Less than 35,New to the state funded sector,39.59500921795749
2017,Chemistry,Female,Less than 35,New to the state funded sector,40.96103451113815
2011,Classics,Female,Less than 35,New to the state funded sector,2.283036341865563
2012,Classics,Female,Less than 35,New to the state funded sector,1.5124785561657705
2013,Classics,Female,Less than 35,New to the state funded sector,2.1928236669191925
2014,Classics,Female,Less than 35,New to the state funded sector,1.997770163321857
2015,Classics,Female,Less than 35,New to the state funded sector,3.0863706233180412
2016,Classics,Female,Less than 35,New to the state funded sector,0.8048550117624047
2017,Classics,Female,Less than 35,New to the state funded sector,6.790522325734318
2011,Computing,Female,Less than 35,New to the state funded sector,32.527058048763514
2012,Computing,Female,Less than 35,New to the state funded sector,41.49878133535348
2013,Computing,Female,Less than 35,New to the state funded sector,40.20537792645983
2014,Computing,Female,Less than 35,New to the state funded sector,24.468088267932384
2015,Computing,Female,Less than 35,New to the state funded sector,17.14873915910891
2016,Computing,Female,Less than 35,New to the state funded sector,14.82236501567574
2017,Computing,Female,Less than 35,New to the state funded sector,7.263982744857881
2011,Design & Technology,Female,Less than 35,New to the state funded sector,66.0822043482897
2012,Design & Technology,Female,Less than 35,New to the state funded sector,96.9183758352675
2013,Design & Technology,Female,Less than 35,New to the state funded sector,79.47293590426379
2014,Design & Technology,Female,Less than 35,New to the state funded sector,50.9228895120538
2015,Design & Technology,Female,Less than 35,New to the state funded sector,37.3875056928
2016,Design & Technology,Female,Less than 35,New to the state funded sector,43.28793077287707
2017,Design & Technology,Female,Less than 35,New to the state funded sector,34.66804087555601
2011,Drama,Female,Less than 35,New to the state funded sector,59.099052682247176
2012,Drama,Female,Less than 35,New to the state funded sector,54.34410369354159
2013,Drama,Female,Less than 35,New to the state funded sector,47.44771299455034
2014,Drama,Female,Less than 35,New to the state funded sector,43.148984867850814
2015,Drama,Female,Less than 35,New to the state funded sector,34.999532827399435
2016,Drama,Female,Less than 35,New to the state funded sector,30.44123490824487
2017,Drama,Female,Less than 35,New to the state funded sector,41.289541519827566
2011,English,Female,Less than 35,New to the state funded sector,157.5343946086044
2012,English,Female,Less than 35,New to the state funded sector,193.12439114769802
2013,English,Female,Less than 35,New to the state funded sector,177.94583460639677
2014,English,Female,Less than 35,New to the state funded sector,210.4677481059939
2015,English,Female,Less than 35,New to the state funded sector,211.59252690617149
2016,English,Female,Less than 35,New to the state funded sector,168.75519487663192
2017,English,Female,Less than 35,New to the state funded sector,171.3442930377491
2011,Food,Female,Less than 35,New to the state funded sector,13.22852392802391
2012,Food,Female,Less than 35,New to the state funded sector,18.796744656282275
2013,Food,Female,Less than 35,New to the state funded sector,20.821525927668183
2014,Food,Female,Less than 35,New to the state funded sector,16.964630264814254
2015,Food,Female,Less than 35,New to the state funded sector,5.473064962638114
2016,Food,Female,Less than 35,New to the state funded sector,7.856625492564104
2017,Food,Female,Less than 35,New to the state funded sector,10.09658347583533
2011,Geography,Female,Less than 35,New to the state funded sector,65.7584866141087
2012,Geography,Female,Less than 35,New to the state funded sector,85.88067788963998
2013,Geography,Female,Less than 35,New to the state funded sector,82.30594340659894
2014,Geography,Female,Less than 35,New to the state funded sector,49.25243958351539
2015,Geography,Female,Less than 35,New to the state funded sector,63.15959079045912
2016,Geography,Female,Less than 35,New to the state funded sector,45.96401013051447
2017,Geography,Female,Less than 35,New to the state funded sector,41.002482014917035
2011,History,Female,Less than 35,New to the state funded sector,64.43507159302824
2012,History,Female,Less than 35,New to the state funded sector,100.63249420298133
2013,History,Female,Less than 35,New to the state funded sector,55.71698521896043
2014,History,Female,Less than 35,New to the state funded sector,44.32297033242828
2015,History,Female,Less than 35,New to the state funded sector,49.178868200111395
2016,History,Female,Less than 35,New to the state funded sector,52.382581984915355
2017,History,Female,Less than 35,New to the state funded sector,47.231858453450116
2011,Mathematics,Female,Less than 35,New to the state funded sector,93.27639236947935
2012,Mathematics,Female,Less than 35,New to the state funded sector,123.70213645414506
2013,Mathematics,Female,Less than 35,New to the state funded sector,115.89031798419195
2014,Mathematics,Female,Less than 35,New to the state funded sector,137.5686414373644
2015,Mathematics,Female,Less than 35,New to the state funded sector,127.91597919147631
2016,Mathematics,Female,Less than 35,New to the state funded sector,128.3836246212018
2017,Mathematics,Female,Less than 35,New to the state funded sector,111.43651553872792
2011,Modern Foreign Languages,Female,Less than 35,New to the state funded sector,190.11556498435175
2012,Modern Foreign Languages,Female,Less than 35,New to the state funded sector,159.55660216929755
2013,Modern Foreign Languages,Female,Less than 35,New to the state funded sector,108.79490020957806
2014,Modern Foreign Languages,Female,Less than 35,New to the state funded sector,152.1301174178609
2015,Modern Foreign Languages,Female,Less than 35,New to the state funded sector,99.94264518458755
2016,Modern Foreign Languages,Female,Less than 35,New to the state funded sector,100.21191709617831
2017,Modern Foreign Languages,Female,Less than 35,New to the state funded sector,87.890808908825
2011,Music,Female,Less than 35,New to the state funded sector,42.65181580361101
2012,Music,Female,Less than 35,New to the state funded sector,62.12918178871642
2013,Music,Female,Less than 35,New to the state funded sector,47.37170058537942
2014,Music,Female,Less than 35,New to the state funded sector,30.411894949088317
2015,Music,Female,Less than 35,New to the state funded sector,26.040313143077395
2016,Music,Female,Less than 35,New to the state funded sector,23.61827043250511
2017,Music,Female,Less than 35,New to the state funded sector,29.430746497145023
2011,Others,Female,Less than 35,New to the state funded sector,89.37877055032729
2012,Others,Female,Less than 35,New to the state funded sector,129.48170152618513
2013,Others,Female,Less than 35,New to the state funded sector,89.18964131353417
2014,Others,Female,Less than 35,New to the state funded sector,94.61756260108417
2015,Others,Female,Less than 35,New to the state funded sector,56.136317404917456
2016,Others,Female,Less than 35,New to the state funded sector,34.96421084032659
2017,Others,Female,Less than 35,New to the state funded sector,51.66302748104587
2011,Physical Education,Female,Less than 35,New to the state funded sector,138.2873754959289
2012,Physical Education,Female,Less than 35,New to the state funded sector,172.70671900079813
2013,Physical Education,Female,Less than 35,New to the state funded sector,153.4476771443335
2014,Physical Education,Female,Less than 35,New to the state funded sector,131.3341465423759
2015,Physical Education,Female,Less than 35,New to the state funded sector,88.05842094765757
2016,Physical Education,Female,Less than 35,New to the state funded sector,100.9941433885132
2017,Physical Education,Female,Less than 35,New to the state funded sector,114.75644383727678
2011,Physics,Female,Less than 35,New to the state funded sector,22.01356455389226
2012,Physics,Female,Less than 35,New to the state funded sector,37.32961297656179
2013,Physics,Female,Less than 35,New to the state funded sector,38.6563942986624
2014,Physics,Female,Less than 35,New to the state funded sector,65.21017869688795
2015,Physics,Female,Less than 35,New to the state funded sector,19.76119519790137
2016,Physics,Female,Less than 35,New to the state funded sector,49.33552928504883
2017,Physics,Female,Less than 35,New to the state funded sector,24.32170048792186
2011,Religious Education,Female,Less than 35,New to the state funded sector,62.38149183207542
2012,Religious Education,Female,Less than 35,New to the state funded sector,107.1451994231176
2013,Religious Education,Female,Less than 35,New to the state funded sector,66.55844501918472
2014,Religious Education,Female,Less than 35,New to the state funded sector,54.471436985178755
2015,Religious Education,Female,Less than 35,New to the state funded sector,47.46837630537378
2016,Religious Education,Female,Less than 35,New to the state funded sector,32.67742558423309
2017,Religious Education,Female,Less than 35,New to the state funded sector,35.617409320887184
2011,Art & Design,Male,Less than 35,New to the state funded sector,15.442531759170755
2012,Art & Design,Male,Less than 35,New to the state funded sector,15.325387932575918
2013,Art & Design,Male,Less than 35,New to the state funded sector,16.141525138335943
2014,Art & Design,Male,Less than 35,New to the state funded sector,18.387227162585496
2015,Art & Design,Male,Less than 35,New to the state funded sector,13.245514574881822
2016,Art & Design,Male,Less than 35,New to the state funded sector,7.054052541275885
2017,Art & Design,Male,Less than 35,New to the state funded sector,1.799633687484913
2011,Biology,Male,Less than 35,New to the state funded sector,26.18171511031656
2012,Biology,Male,Less than 35,New to the state funded sector,41.118970774833016
2013,Biology,Male,Less than 35,New to the state funded sector,29.995649281809374
2014,Biology,Male,Less than 35,New to the state funded sector,24.338404973571794
2015,Biology,Male,Less than 35,New to the state funded sector,26.78121651162767
2016,Biology,Male,Less than 35,New to the state funded sector,25.057718738677497
2017,Biology,Male,Less than 35,New to the state funded sector,14.71832336178651
2011,Business Studies,Male,Less than 35,New to the state funded sector,26.15507575381209
2012,Business Studies,Male,Less than 35,New to the state funded sector,36.4619832667942
2013,Business Studies,Male,Less than 35,New to the state funded sector,23.23039214658047
2014,Business Studies,Male,Less than 35,New to the state funded sector,22.397900944830496
2015,Business Studies,Male,Less than 35,New to the state funded sector,19.809134794957608
2016,Business Studies,Male,Less than 35,New to the state funded sector,12.67248323172307
2017,Business Studies,Male,Less than 35,New to the state funded sector,10.574460991778842
2011,Chemistry,Male,Less than 35,New to the state funded sector,20.496695266010576
2012,Chemistry,Male,Less than 35,New to the state funded sector,57.010390704040475
2013,Chemistry,Male,Less than 35,New to the state funded sector,42.25624460123701
2014,Chemistry,Male,Less than 35,New to the state funded sector,26.01133652587633
2015,Chemistry,Male,Less than 35,New to the state funded sector,52.44890403088435
2016,Chemistry,Male,Less than 35,New to the state funded sector,37.03162904346991
2017,Chemistry,Male,Less than 35,New to the state funded sector,25.545956350175974
2011,Classics,Male,Less than 35,New to the state funded sector,0
2012,Classics,Male,Less than 35,New to the state funded sector,1.3261175920344812
2013,Classics,Male,Less than 35,New to the state funded sector,3.5694007190350985
2014,Classics,Male,Less than 35,New to the state funded sector,0
2015,Classics,Male,Less than 35,New to the state funded sector,0.8745026925756825
2016,Classics,Male,Less than 35,New to the state funded sector,2.389116056251102
2017,Classics,Male,Less than 35,New to the state funded sector,0
2011,Computing,Male,Less than 35,New to the state funded sector,35.371819352267714
2012,Computing,Male,Less than 35,New to the state funded sector,86.58818661861051
2013,Computing,Male,Less than 35,New to the state funded sector,51.38111565643508
2014,Computing,Male,Less than 35,New to the state funded sector,43.10947260328784
2015,Computing,Male,Less than 35,New to the state funded sector,30.81846634581742
2016,Computing,Male,Less than 35,New to the state funded sector,24.9108834270844
2017,Computing,Male,Less than 35,New to the state funded sector,18.411059641634516
2011,Design & Technology,Male,Less than 35,New to the state funded sector,36.8835746637718
2012,Design & Technology,Male,Less than 35,New to the state funded sector,45.04752094500974
2013,Design & Technology,Male,Less than 35,New to the state funded sector,32.539671573209006
2014,Design & Technology,Male,Less than 35,New to the state funded sector,34.098533543717174
2015,Design & Technology,Male,Less than 35,New to the state funded sector,28.455810120157874
2016,Design & Technology,Male,Less than 35,New to the state funded sector,18.56504886312018
2017,Design & Technology,Male,Less than 35,New to the state funded sector,10.62553384633335
2011,Drama,Male,Less than 35,New to the state funded sector,13.524019829453984
2012,Drama,Male,Less than 35,New to the state funded sector,19.825630350355993
2013,Drama,Male,Less than 35,New to the state funded sector,12.62661634053924
2014,Drama,Male,Less than 35,New to the state funded sector,10.993630532353952
2015,Drama,Male,Less than 35,New to the state funded sector,5.871325698020856
2016,Drama,Male,Less than 35,New to the state funded sector,6.064216223815251
2017,Drama,Male,Less than 35,New to the state funded sector,11.31098953696916
2011,English,Male,Less than 35,New to the state funded sector,49.017082210889775
2012,English,Male,Less than 35,New to the state funded sector,41.94510351643994
2013,English,Male,Less than 35,New to the state funded sector,63.09347996823636
2014,English,Male,Less than 35,New to the state funded sector,51.746533071518144
2015,English,Male,Less than 35,New to the state funded sector,58.44995823421729
2016,English,Male,Less than 35,New to the state funded sector,45.68753738845544
2017,English,Male,Less than 35,New to the state funded sector,59.34579785478035
2011,Food,Male,Less than 35,New to the state funded sector,2.556722208898571
2012,Food,Male,Less than 35,New to the state funded sector,1.2453416042283845
2013,Food,Male,Less than 35,New to the state funded sector,3.0901746261813656
2014,Food,Male,Less than 35,New to the state funded sector,1.217966794420353
2015,Food,Male,Less than 35,New to the state funded sector,1.5882230352420565
2016,Food,Male,Less than 35,New to the state funded sector,0.42869739556812037
2017,Food,Male,Less than 35,New to the state funded sector,1.451554034475208
2011,Geography,Male,Less than 35,New to the state funded sector,35.948396051286764
2012,Geography,Male,Less than 35,New to the state funded sector,48.313409054416624
2013,Geography,Male,Less than 35,New to the state funded sector,62.85178595049404
2014,Geography,Male,Less than 35,New to the state funded sector,35.79933156075668
2015,Geography,Male,Less than 35,New to the state funded sector,41.47944287587153
2016,Geography,Male,Less than 35,New to the state funded sector,34.32957892224699
2017,Geography,Male,Less than 35,New to the state funded sector,39.941099197504755
2011,History,Male,Less than 35,New to the state funded sector,44.98512291354117
2012,History,Male,Less than 35,New to the state funded sector,50.351135344956305
2013,History,Male,Less than 35,New to the state funded sector,53.839704606823815
2014,History,Male,Less than 35,New to the state funded sector,41.08816352740554
2015,History,Male,Less than 35,New to the state funded sector,37.751420048813685
2016,History,Male,Less than 35,New to the state funded sector,42.583004470406486
2017,History,Male,Less than 35,New to the state funded sector,43.78185787621291
2011,Mathematics,Male,Less than 35,New to the state funded sector,94.95840022448611
2012,Mathematics,Male,Less than 35,New to the state funded sector,112.29726081331363
2013,Mathematics,Male,Less than 35,New to the state funded sector,103.08685440932277
2014,Mathematics,Male,Less than 35,New to the state funded sector,115.92220426163004
2015,Mathematics,Male,Less than 35,New to the state funded sector,111.23140072377277
2016,Mathematics,Male,Less than 35,New to the state funded sector,99.01577847807752
2017,Mathematics,Male,Less than 35,New to the state funded sector,106.32913174338796
2011,Modern Foreign Languages,Male,Less than 35,New to the state funded sector,35.081528733333045
2012,Modern Foreign Languages,Male,Less than 35,New to the state funded sector,48.217118318927064
2013,Modern Foreign Languages,Male,Less than 35,New to the state funded sector,14.289423472777797
2014,Modern Foreign Languages,Male,Less than 35,New to the state funded sector,22.430437083296557
2015,Modern Foreign Languages,Male,Less than 35,New to the state funded sector,21.899435094205693
2016,Modern Foreign Languages,Male,Less than 35,New to the state funded sector,26.64832919964685
2017,Modern Foreign Languages,Male,Less than 35,New to the state funded sector,28.235199623599854
2011,Music,Male,Less than 35,New to the state funded sector,39.0125109291474
2012,Music,Male,Less than 35,New to the state funded sector,44.548547233196885
2013,Music,Male,Less than 35,New to the state funded sector,31.45226983476164
2014,Music,Male,Less than 35,New to the state funded sector,21.83921088388741
2015,Music,Male,Less than 35,New to the state funded sector,22.762831635189727
2016,Music,Male,Less than 35,New to the state funded sector,17.297250514344455
2017,Music,Male,Less than 35,New to the state funded sector,22.107865238902818
2011,Others,Male,Less than 35,New to the state funded sector,34.10587235788224
2012,Others,Male,Less than 35,New to the state funded sector,60.263476504151676
2013,Others,Male,Less than 35,New to the state funded sector,52.85189403082768
2014,Others,Male,Less than 35,New to the state funded sector,32.05060911425664
2015,Others,Male,Less than 35,New to the state funded sector,25.390171518726298
2016,Others,Male,Less than 35,New to the state funded sector,18.78534420862002
2017,Others,Male,Less than 35,New to the state funded sector,17.102032274299123
2011,Physical Education,Male,Less than 35,New to the state funded sector,109.47947174439113
2012,Physical Education,Male,Less than 35,New to the state funded sector,151.3109845183417
2013,Physical Education,Male,Less than 35,New to the state funded sector,139.67220249310523
2014,Physical Education,Male,Less than 35,New to the state funded sector,133.28430905708797
2015,Physical Education,Male,Less than 35,New to the state funded sector,109.4195953429103
2016,Physical Education,Male,Less than 35,New to the state funded sector,88.7433301731917
2017,Physical Education,Male,Less than 35,New to the state funded sector,96.108912566752693
2011,Physics,Male,Less than 35,New to the state funded sector,44.96203389665217
2012,Physics,Male,Less than 35,New to the state funded sector,59.37318800195739
2013,Physics,Male,Less than 35,New to the state funded sector,65.24005053605157
2014,Physics,Male,Less than 35,New to the state funded sector,62.88646375854279
2015,Physics,Male,Less than 35,New to the state funded sector,38.53370527510731
2016,Physics,Male,Less than 35,New to the state funded sector,48.183248266367386
2017,Physics,Male,Less than 35,New to the state funded sector,36.95298862210811
2011,Religious Education,Male,Less than 35,New to the state funded sector,24.852345975495307
2012,Religious Education,Male,Less than 35,New to the state funded sector,40.04730346908386
2013,Religious Education,Male,Less than 35,New to the state funded sector,20.13979832267151
2014,Religious Education,Male,Less than 35,New to the state funded sector,19.475162244951452
2015,Religious Education,Male,Less than 35,New to the state funded sector,17.797623694646514
2016,Religious Education,Male,Less than 35,New to the state funded sector,19.893273065178484
2017,Religious Education,Male,Less than 35,New to the state funded sector,17.985434803664177
2011,Art & Design,Female,35-54,NQT,31.33428462295733
2012,Art & Design,Female,35-54,NQT,33.19816549640428
2013,Art & Design,Female,35-54,NQT,22.69253325437922
2014,Art & Design,Female,35-54,NQT,27.615960164436615
2015,Art & Design,Female,35-54,NQT,23.323639294413873
2016,Art & Design,Female,35-54,NQT,24.55385826355259
2017,Art & Design,Female,35-54,NQT,29.181030572438726
2011,Biology,Female,35-54,NQT,53.973913436064635
2012,Biology,Female,35-54,NQT,57.284206815248766
2013,Biology,Female,35-54,NQT,59.77086053148097
2014,Biology,Female,35-54,NQT,55.7727967935388
2015,Biology,Female,35-54,NQT,46.264334599835884
2016,Biology,Female,35-54,NQT,64.96434454167115
2017,Biology,Female,35-54,NQT,104.52364486787135
2011,Business Studies,Female,35-54,NQT,33.84335500396987
2012,Business Studies,Female,35-54,NQT,23.377989731904794
2013,Business Studies,Female,35-54,NQT,20.454358948542044
2014,Business Studies,Female,35-54,NQT,16.40480615583832
2015,Business Studies,Female,35-54,NQT,15.132824102711638
2016,Business Studies,Female,35-54,NQT,13.206240779384816
2017,Business Studies,Female,35-54,NQT,24.460076253961297
2011,Chemistry,Female,35-54,NQT,35.65728465013225
2012,Chemistry,Female,35-54,NQT,62.362497931106226
2013,Chemistry,Female,35-54,NQT,59.88999870996766
2014,Chemistry,Female,35-54,NQT,73.75001098623359
2015,Chemistry,Female,35-54,NQT,68.69851257118437
2016,Chemistry,Female,35-54,NQT,56.95711464364593
2017,Chemistry,Female,35-54,NQT,51.228329787911605
2011,Classics,Female,35-54,NQT,1.2544878693697465
2012,Classics,Female,35-54,NQT,0
2013,Classics,Female,35-54,NQT,0.06739179541699171
2014,Classics,Female,35-54,NQT,1.86698351086525
2015,Classics,Female,35-54,NQT,3.069498767484685
2016,Classics,Female,35-54,NQT,2.849393467742107
2017,Classics,Female,35-54,NQT,0
2011,Computing,Female,35-54,NQT,57.74513139265354
2012,Computing,Female,35-54,NQT,31.876590721683723
2013,Computing,Female,35-54,NQT,24.487817711128542
2014,Computing,Female,35-54,NQT,22.6564472119062
2015,Computing,Female,35-54,NQT,45.69140326687882
2016,Computing,Female,35-54,NQT,31.275450261717985
2017,Computing,Female,35-54,NQT,36.045332620330555
2011,Design & Technology,Female,35-54,NQT,55.89240084564701
2012,Design & Technology,Female,35-54,NQT,41.389551863705016
2013,Design & Technology,Female,35-54,NQT,31.243928854385786
2014,Design & Technology,Female,35-54,NQT,30.568905630854566
2015,Design & Technology,Female,35-54,NQT,35.02433982714254
2016,Design & Technology,Female,35-54,NQT,55.95325907190185
2017,Design & Technology,Female,35-54,NQT,25.685047922878038
2011,Drama,Female,35-54,NQT,11.745139707925821
2012,Drama,Female,35-54,NQT,18.40912997217803
2013,Drama,Female,35-54,NQT,7.6240293052568084
2014,Drama,Female,35-54,NQT,3.1523173693451554
2015,Drama,Female,35-54,NQT,5.846634017232403
2016,Drama,Female,35-54,NQT,9.267798335915577
2017,Drama,Female,35-54,NQT,4.22181786576945
2011,English,Female,35-54,NQT,148.33762320653057
2012,English,Female,35-54,NQT,180.7028732976598
2013,English,Female,35-54,NQT,132.16451513416658
2014,English,Female,35-54,NQT,130.8591341695502
2015,English,Female,35-54,NQT,124.7488275725756
2016,English,Female,35-54,NQT,152.10140900311606
2017,English,Female,35-54,NQT,157.49954314734543
2011,Food,Female,35-54,NQT,26.281065423647558
2012,Food,Female,35-54,NQT,21.737415433869646
2013,Food,Female,35-54,NQT,13.832318872988644
2014,Food,Female,35-54,NQT,8.165306110438351
2015,Food,Female,35-54,NQT,9.466752296475018
2016,Food,Female,35-54,NQT,16.229251600624654
2017,Food,Female,35-54,NQT,9.225666949791663
2011,Geography,Female,35-54,NQT,11.532641671952181
2012,Geography,Female,35-54,NQT,9.485498323491912
2013,Geography,Female,35-54,NQT,15.06010291379995
2014,Geography,Female,35-54,NQT,21.43536264260229
2015,Geography,Female,35-54,NQT,14.934259667780207
2016,Geography,Female,35-54,NQT,18.80335871830043
2017,Geography,Female,35-54,NQT,38.14844909837347
2011,History,Female,35-54,NQT,23.27030495445544
2012,History,Female,35-54,NQT,14.28644829264805
2013,History,Female,35-54,NQT,13.81156705576591
2014,History,Female,35-54,NQT,37.053432830109514
2015,History,Female,35-54,NQT,23.349420470534692
2016,History,Female,35-54,NQT,26.046705105757148
2017,History,Female,35-54,NQT,26.45189994069798
2011,Mathematics,Female,35-54,NQT,216.66054498942532
2012,Mathematics,Female,35-54,NQT,181.74307240780757
2013,Mathematics,Female,35-54,NQT,163.13382177292436
2014,Mathematics,Female,35-54,NQT,172.4877017366278
2015,Mathematics,Female,35-54,NQT,146.93586412409633
2016,Mathematics,Female,35-54,NQT,188.08663753655435
2017,Mathematics,Female,35-54,NQT,221.6577389541104
2011,Modern Foreign Languages,Female,35-54,NQT,94.92438419983978
2012,Modern Foreign Languages,Female,35-54,NQT,122.47629981513973
2013,Modern Foreign Languages,Female,35-54,NQT,122.8551618801914
2014,Modern Foreign Languages,Female,35-54,NQT,106.75519734731674
2015,Modern Foreign Languages,Female,35-54,NQT,97.21842969986983
2016,Modern Foreign Languages,Female,35-54,NQT,131.44615590714102
2017,Modern Foreign Languages,Female,35-54,NQT,141.6867969199556
2011,Music,Female,35-54,NQT,11.744256491491127
2012,Music,Female,35-54,NQT,10.180777312338689
2013,Music,Female,35-54,NQT,6.096880596811865
2014,Music,Female,35-54,NQT,4.524630897905893
2015,Music,Female,35-54,NQT,3.0504097100383385
2016,Music,Female,35-54,NQT,3.7506312237028445
2017,Music,Female,35-54,NQT,7.379107826254059
2011,Others,Female,35-54,NQT,82.51733433568046
2012,Others,Female,35-54,NQT,64.64653848255914
2013,Others,Female,35-54,NQT,41.108644901841245
2014,Others,Female,35-54,NQT,27.356845592912652
2015,Others,Female,35-54,NQT,32.913001232478706
2016,Others,Female,35-54,NQT,31.465468618584012
2017,Others,Female,35-54,NQT,37.4890005899909
2011,Physical Education,Female,35-54,NQT,4.319878604854157
2012,Physical Education,Female,35-54,NQT,11.0699606390343
2013,Physical Education,Female,35-54,NQT,9.871149058682919
2014,Physical Education,Female,35-54,NQT,5.861725581350167
2015,Physical Education,Female,35-54,NQT,3.6649060396144195
2016,Physical Education,Female,35-54,NQT,4.203218379642751
2017,Physical Education,Female,35-54,NQT,1.7705930298346066
2011,Physics,Female,35-54,NQT,43.38031543025759
2012,Physics,Female,35-54,NQT,56.911962763379336
2013,Physics,Female,35-54,NQT,45.96206907659139
2014,Physics,Female,35-54,NQT,34.28124912720962
2015,Physics,Female,35-54,NQT,38.60725105733992
2016,Physics,Female,35-54,NQT,38.69294417450122
2017,Physics,Female,35-54,NQT,61.33622198187166
2011,Religious Education,Female,35-54,NQT,26.436328959643554
2012,Religious Education,Female,35-54,NQT,18.18243868445657
2013,Religious Education,Female,35-54,NQT,11.153267773432852
2014,Religious Education,Female,35-54,NQT,19.216228457795953
2015,Religious Education,Female,35-54,NQT,19.385942040303565
2016,Religious Education,Female,35-54,NQT,18.45535743946999
2017,Religious Education,Female,35-54,NQT,17.20421530248117
2011,Art & Design,Male,35-54,NQT,14.132040519008287
2012,Art & Design,Male,35-54,NQT,8.7044234843477
2013,Art & Design,Male,35-54,NQT,1.5003911259066833
2014,Art & Design,Male,35-54,NQT,5.359490281175022
2015,Art & Design,Male,35-54,NQT,8.133643214943454
2016,Art & Design,Male,35-54,NQT,3.701270072395538
2017,Art & Design,Male,35-54,NQT,6.308679126148709
2011,Biology,Male,35-54,NQT,23.007848913431907
2012,Biology,Male,35-54,NQT,27.63136567200983
2013,Biology,Male,35-54,NQT,13.351035390919805
2014,Biology,Male,35-54,NQT,5.863202145412094
2015,Biology,Male,35-54,NQT,12.710829474110945
2016,Biology,Male,35-54,NQT,17.965095618712784
2017,Biology,Male,35-54,NQT,16.026467499614924
2011,Business Studies,Male,35-54,NQT,17.08652074322908
2012,Business Studies,Male,35-54,NQT,10.31209976711169
2013,Business Studies,Male,35-54,NQT,17.20900355036092
2014,Business Studies,Male,35-54,NQT,7.762232165997351
2015,Business Studies,Male,35-54,NQT,17.660627546901452
2016,Business Studies,Male,35-54,NQT,13.15752596031876
2017,Business Studies,Male,35-54,NQT,15.265969090360311
2011,Chemistry,Male,35-54,NQT,34.53121586699689
2012,Chemistry,Male,35-54,NQT,55.20529295346574
2013,Chemistry,Male,35-54,NQT,18.643256917593103
2014,Chemistry,Male,35-54,NQT,27.579272354014137
2015,Chemistry,Male,35-54,NQT,30.65676942118478
2016,Chemistry,Male,35-54,NQT,32.64630003862846
2017,Chemistry,Male,35-54,NQT,12.298429344313044
2011,Classics,Male,35-54,NQT,1.3304363963821193
2012,Classics,Male,35-54,NQT,2.606572170256168
2013,Classics,Male,35-54,NQT,0.4138123148180788
2014,Classics,Male,35-54,NQT,0.058882738843581056
2015,Classics,Male,35-54,NQT,0
2016,Classics,Male,35-54,NQT,2.323677737787564
2017,Classics,Male,35-54,NQT,0
2011,Computing,Male,35-54,NQT,51.620377094197494
2012,Computing,Male,35-54,NQT,41.349455936300714
2013,Computing,Male,35-54,NQT,22.80519968959174
2014,Computing,Male,35-54,NQT,31.90636983829861
2015,Computing,Male,35-54,NQT,58.31970559757295
2016,Computing,Male,35-54,NQT,49.71624367366239
2017,Computing,Male,35-54,NQT,46.22602661793759
2011,Design & Technology,Male,35-54,NQT,37.073813797810594
2012,Design & Technology,Male,35-54,NQT,44.30022900039248
2013,Design & Technology,Male,35-54,NQT,14.321014094639619
2014,Design & Technology,Male,35-54,NQT,14.060110243072174
2015,Design & Technology,Male,35-54,NQT,18.979849299425275
2016,Design & Technology,Male,35-54,NQT,16.799282516974195
2017,Design & Technology,Male,35-54,NQT,20.97445077462566
2011,Drama,Male,35-54,NQT,8.122008875824815
2012,Drama,Male,35-54,NQT,8.244347266061759
2013,Drama,Male,35-54,NQT,7.773787765545952
2014,Drama,Male,35-54,NQT,2.1680199139931724
2015,Drama,Male,35-54,NQT,3.3878166207027567
2016,Drama,Male,35-54,NQT,3.915358424365373
2017,Drama,Male,35-54,NQT,2.5801476901683436
2011,English,Male,35-54,NQT,30.11169303936717
2012,English,Male,35-54,NQT,38.82717486367934
2013,English,Male,35-54,NQT,38.12948839487895
2014,English,Male,35-54,NQT,35.64014398770338
2015,English,Male,35-54,NQT,41.69732843383468
2016,English,Male,35-54,NQT,54.04508446878766
2017,English,Male,35-54,NQT,51.37327875443784
2011,Food,Male,35-54,NQT,2.855885424915771
2012,Food,Male,35-54,NQT,3.4135531951910645
2013,Food,Male,35-54,NQT,3.858126894858282
2014,Food,Male,35-54,NQT,0.7133343865788204
2015,Food,Male,35-54,NQT,5.9668492817495755
2016,Food,Male,35-54,NQT,1.880700763716924
2017,Food,Male,35-54,NQT,2.3449915827707093
2011,Geography,Male,35-54,NQT,13.500706214886385
2012,Geography,Male,35-54,NQT,12.541099977931212
2013,Geography,Male,35-54,NQT,10.85519779766614
2014,Geography,Male,35-54,NQT,12.0660183148008
2015,Geography,Male,35-54,NQT,18.75907861944568
2016,Geography,Male,35-54,NQT,26.87227450077262
2017,Geography,Male,35-54,NQT,27.720456131916436
2011,History,Male,35-54,NQT,13.01236694314001
2012,History,Male,35-54,NQT,20.18547083563731
2013,History,Male,35-54,NQT,12.565554816116858
2014,History,Male,35-54,NQT,12.613458971184503
2015,History,Male,35-54,NQT,19.019315659020243
2016,History,Male,35-54,NQT,20.254850764713993
2017,History,Male,35-54,NQT,22.863250191377453
2011,Mathematics,Male,35-54,NQT,156.56383004983823
