CensusYear,Subject,Gender,AgeGroup,QualifiedLeaverType,StockSize
2016,Food,Female,Less than 35,Retired,0
2017,Food,Female,Less than 35,Retired,0
2011,Geography,Female,Less than 35,Retired,0
2012,Geography,Female,Less than 35,Retired,0
2013,Geography,Female,Less than 35,Retired,0
2014,Geography,Female,Less than 35,Retired,0
2015,Geography,Female,Less than 35,Retired,0
2016,Geography,Female,Less than 35,Retired,0
2017,Geography,Female,Less than 35,Retired,0
2011,History,Female,Less than 35,Retired,0
2012,History,Female,Less than 35,Retired,0
2013,History,Female,Less than 35,Retired,0
2014,History,Female,Less than 35,Retired,0
2015,History,Female,Less than 35,Retired,0
2016,History,Female,Less than 35,Retired,0
2017,History,Female,Less than 35,Retired,0
2011,Mathematics,Female,Less than 35,Retired,0
2012,Mathematics,Female,Less than 35,Retired,0
2013,Mathematics,Female,Less than 35,Retired,0
2014,Mathematics,Female,Less than 35,Retired,0
2015,Mathematics,Female,Less than 35,Retired,1.8472697877815696
2016,Mathematics,Female,Less than 35,Retired,0
2017,Mathematics,Female,Less than 35,Retired,0
2011,Modern Foreign Languages,Female,Less than 35,Retired,2.089109663156295
2012,Modern Foreign Languages,Female,Less than 35,Retired,0
2013,Modern Foreign Languages,Female,Less than 35,Retired,0
2014,Modern Foreign Languages,Female,Less than 35,Retired,1.0781887336495803
2015,Modern Foreign Languages,Female,Less than 35,Retired,0
2016,Modern Foreign Languages,Female,Less than 35,Retired,0
2017,Modern Foreign Languages,Female,Less than 35,Retired,0
2011,Music,Female,Less than 35,Retired,0
2012,Music,Female,Less than 35,Retired,0
2013,Music,Female,Less than 35,Retired,2.603070666768291
2014,Music,Female,Less than 35,Retired,0
2015,Music,Female,Less than 35,Retired,0
2016,Music,Female,Less than 35,Retired,0
2017,Music,Female,Less than 35,Retired,0
2011,Others,Female,Less than 35,Retired,1.0882397089676477
2012,Others,Female,Less than 35,Retired,0
2013,Others,Female,Less than 35,Retired,0
2014,Others,Female,Less than 35,Retired,0.3843560777889549
2015,Others,Female,Less than 35,Retired,2.307701782386126
2016,Others,Female,Less than 35,Retired,0
2017,Others,Female,Less than 35,Retired,1.0650302798561964
2011,Physical Education,Female,Less than 35,Retired,0
2012,Physical Education,Female,Less than 35,Retired,0
2013,Physical Education,Female,Less than 35,Retired,1.074450797586087
2014,Physical Education,Female,Less than 35,Retired,0
2015,Physical Education,Female,Less than 35,Retired,0
2016,Physical Education,Female,Less than 35,Retired,0
2017,Physical Education,Female,Less than 35,Retired,0
2011,Physics,Female,Less than 35,Retired,0
2012,Physics,Female,Less than 35,Retired,0
2013,Physics,Female,Less than 35,Retired,0
2014,Physics,Female,Less than 35,Retired,0
2015,Physics,Female,Less than 35,Retired,0
2016,Physics,Female,Less than 35,Retired,0
2017,Physics,Female,Less than 35,Retired,0
2011,Religious Education,Female,Less than 35,Retired,0
2012,Religious Education,Female,Less than 35,Retired,0
2013,Religious Education,Female,Less than 35,Retired,0
2014,Religious Education,Female,Less than 35,Retired,0.045493358031841444
2015,Religious Education,Female,Less than 35,Retired,0
2016,Religious Education,Female,Less than 35,Retired,0
2017,Religious Education,Female,Less than 35,Retired,0
2011,Art & Design,Male,Less than 35,Retired,0
2012,Art & Design,Male,Less than 35,Retired,0
2013,Art & Design,Male,Less than 35,Retired,0
2014,Art & Design,Male,Less than 35,Retired,0.27669969749434514
2015,Art & Design,Male,Less than 35,Retired,0.04441751536661676
2016,Art & Design,Male,Less than 35,Retired,0
2017,Art & Design,Male,Less than 35,Retired,0
2011,Biology,Male,Less than 35,Retired,0
2012,Biology,Male,Less than 35,Retired,0
2013,Biology,Male,Less than 35,Retired,0
2014,Biology,Male,Less than 35,Retired,0
2015,Biology,Male,Less than 35,Retired,0
2016,Biology,Male,Less than 35,Retired,0
2017,Biology,Male,Less than 35,Retired,0
2011,Business Studies,Male,Less than 35,Retired,0.9638110808381505
2012,Business Studies,Male,Less than 35,Retired,0
2013,Business Studies,Male,Less than 35,Retired,0.7387349402967207
2014,Business Studies,Male,Less than 35,Retired,0
2015,Business Studies,Male,Less than 35,Retired,0
2016,Business Studies,Male,Less than 35,Retired,0
2017,Business Studies,Male,Less than 35,Retired,0
2011,Chemistry,Male,Less than 35,Retired,0
2012,Chemistry,Male,Less than 35,Retired,0
2013,Chemistry,Male,Less than 35,Retired,0
2014,Chemistry,Male,Less than 35,Retired,0
2015,Chemistry,Male,Less than 35,Retired,0
2016,Chemistry,Male,Less than 35,Retired,0
2017,Chemistry,Male,Less than 35,Retired,0
2011,Classics,Male,Less than 35,Retired,0
2012,Classics,Male,Less than 35,Retired,0
2013,Classics,Male,Less than 35,Retired,0
2014,Classics,Male,Less than 35,Retired,0
2015,Classics,Male,Less than 35,Retired,0
2016,Classics,Male,Less than 35,Retired,0
2017,Classics,Male,Less than 35,Retired,0
2011,Computing,Male,Less than 35,Retired,0
2012,Computing,Male,Less than 35,Retired,0.27962226543055774
2013,Computing,Male,Less than 35,Retired,0.6143170772340839
2014,Computing,Male,Less than 35,Retired,0
2015,Computing,Male,Less than 35,Retired,0
2016,Computing,Male,Less than 35,Retired,0
2017,Computing,Male,Less than 35,Retired,0
2011,Design & Technology,Male,Less than 35,Retired,0.08031410965254424
2012,Design & Technology,Male,Less than 35,Retired,4.431107989896114
2013,Design & Technology,Male,Less than 35,Retired,0
2014,Design & Technology,Male,Less than 35,Retired,1.8447424361738687
2015,Design & Technology,Male,Less than 35,Retired,0
2016,Design & Technology,Male,Less than 35,Retired,0
2017,Design & Technology,Male,Less than 35,Retired,0
2011,Drama,Male,Less than 35,Retired,0
2012,Drama,Male,Less than 35,Retired,0
2013,Drama,Male,Less than 35,Retired,0
2014,Drama,Male,Less than 35,Retired,0
2015,Drama,Male,Less than 35,Retired,0
2016,Drama,Male,Less than 35,Retired,0
2017,Drama,Male,Less than 35,Retired,0
2011,English,Male,Less than 35,Retired,0
2012,English,Male,Less than 35,Retired,0
2013,English,Male,Less than 35,Retired,0
2014,English,Male,Less than 35,Retired,0
2015,English,Male,Less than 35,Retired,0
2016,English,Male,Less than 35,Retired,0
2017,English,Male,Less than 35,Retired,2.1206450430425132
2011,Food,Male,Less than 35,Retired,0
2012,Food,Male,Less than 35,Retired,0
2013,Food,Male,Less than 35,Retired,0
2014,Food,Male,Less than 35,Retired,0
2015,Food,Male,Less than 35,Retired,0
2016,Food,Male,Less than 35,Retired,0
2017,Food,Male,Less than 35,Retired,0
2011,Geography,Male,Less than 35,Retired,0
2012,Geography,Male,Less than 35,Retired,0
2013,Geography,Male,Less than 35,Retired,0
2014,Geography,Male,Less than 35,Retired,0
2015,Geography,Male,Less than 35,Retired,0
2016,Geography,Male,Less than 35,Retired,0
2017,Geography,Male,Less than 35,Retired,0
2011,History,Male,Less than 35,Retired,0
2012,History,Male,Less than 35,Retired,0
2013,History,Male,Less than 35,Retired,0
2014,History,Male,Less than 35,Retired,0
2015,History,Male,Less than 35,Retired,1.6126676367471138
2016,History,Male,Less than 35,Retired,0
2017,History,Male,Less than 35,Retired,0
2011,Mathematics,Male,Less than 35,Retired,0
2012,Mathematics,Male,Less than 35,Retired,0
2013,Mathematics,Male,Less than 35,Retired,0
2014,Mathematics,Male,Less than 35,Retired,0
2015,Mathematics,Male,Less than 35,Retired,1.5989026409869245
2016,Mathematics,Male,Less than 35,Retired,2.1678072440572365
2017,Mathematics,Male,Less than 35,Retired,0
2011,Modern Foreign Languages,Male,Less than 35,Retired,0
2012,Modern Foreign Languages,Male,Less than 35,Retired,0
2013,Modern Foreign Languages,Male,Less than 35,Retired,0
2014,Modern Foreign Languages,Male,Less than 35,Retired,0
2015,Modern Foreign Languages,Male,Less than 35,Retired,0
2016,Modern Foreign Languages,Male,Less than 35,Retired,0
2017,Modern Foreign Languages,Male,Less than 35,Retired,0
2011,Music,Male,Less than 35,Retired,0
2012,Music,Male,Less than 35,Retired,0
2013,Music,Male,Less than 35,Retired,1.3064030756069458
2014,Music,Male,Less than 35,Retired,0
2015,Music,Male,Less than 35,Retired,0.7550338051268455
2016,Music,Male,Less than 35,Retired,0
2017,Music,Male,Less than 35,Retired,0
2011,Others,Male,Less than 35,Retired,0
2012,Others,Male,Less than 35,Retired,0
2013,Others,Male,Less than 35,Retired,0.4432347587983286
2014,Others,Male,Less than 35,Retired,0
2015,Others,Male,Less than 35,Retired,0.8793964525428085
2016,Others,Male,Less than 35,Retired,0
2017,Others,Male,Less than 35,Retired,0.25451981806596247
2011,Physical Education,Male,Less than 35,Retired,0
2012,Physical Education,Male,Less than 35,Retired,0
2013,Physical Education,Male,Less than 35,Retired,0
2014,Physical Education,Male,Less than 35,Retired,0
2015,Physical Education,Male,Less than 35,Retired,0
2016,Physical Education,Male,Less than 35,Retired,0
2017,Physical Education,Male,Less than 35,Retired,0
2011,Physics,Male,Less than 35,Retired,0
2012,Physics,Male,Less than 35,Retired,0
2013,Physics,Male,Less than 35,Retired,0
2014,Physics,Male,Less than 35,Retired,0
2015,Physics,Male,Less than 35,Retired,1.522464476947807
2016,Physics,Male,Less than 35,Retired,0
2017,Physics,Male,Less than 35,Retired,0
2011,Religious Education,Male,Less than 35,Retired,0
2012,Religious Education,Male,Less than 35,Retired,0
2013,Religious Education,Male,Less than 35,Retired,0
2014,Religious Education,Male,Less than 35,Retired,0
2015,Religious Education,Male,Less than 35,Retired,0
2016,Religious Education,Male,Less than 35,Retired,0
2017,Religious Education,Male,Less than 35,Retired,1.0273513752937353
2011,Art & Design,Female,35-54,Wastage,225.6550924476296
2012,Art & Design,Female,35-54,Wastage,214.29143233467238
2013,Art & Design,Female,35-54,Wastage,239.22496902778227
2014,Art & Design,Female,35-54,Wastage,262.4122241176617
2015,Art & Design,Female,35-54,Wastage,328.29262487089534
2016,Art & Design,Female,35-54,Wastage,328.7189099165999
2017,Art & Design,Female,35-54,Wastage,302.67679529805974
2011,Biology,Female,35-54,Wastage,241.63129262447902
2012,Biology,Female,35-54,Wastage,319.71785022642706
2013,Biology,Female,35-54,Wastage,266.2598752032478
2014,Biology,Female,35-54,Wastage,293.26502888449704
2015,Biology,Female,35-54,Wastage,383.8203820300534
2016,Biology,Female,35-54,Wastage,441.0982504333555
2017,Biology,Female,35-54,Wastage,416.29468063692843
2011,Business Studies,Female,35-54,Wastage,131.6370516434927
2012,Business Studies,Female,35-54,Wastage,94.18582379287417
2013,Business Studies,Female,35-54,Wastage,120.58604813015602
2014,Business Studies,Female,35-54,Wastage,143.6946345128256
2015,Business Studies,Female,35-54,Wastage,174.52079509684063
2016,Business Studies,Female,35-54,Wastage,152.36573333017765
2017,Business Studies,Female,35-54,Wastage,185.625170238262
2011,Chemistry,Female,35-54,Wastage,224.36262463028095
2012,Chemistry,Female,35-54,Wastage,150.7373435555057
2013,Chemistry,Female,35-54,Wastage,215.81091281087245
2014,Chemistry,Female,35-54,Wastage,248.0348405200829
2015,Chemistry,Female,35-54,Wastage,264.8081984604313
2016,Chemistry,Female,35-54,Wastage,243.3073145481537
2017,Chemistry,Female,35-54,Wastage,310.36945895445564
2011,Classics,Female,35-54,Wastage,2.840197243007093
2012,Classics,Female,35-54,Wastage,3.915680014638353
2013,Classics,Female,35-54,Wastage,7.492820074359573
2014,Classics,Female,35-54,Wastage,6.40058896611104
2015,Classics,Female,35-54,Wastage,6.905915740324321
2016,Classics,Female,35-54,Wastage,7.7857431312863765
2017,Classics,Female,35-54,Wastage,5.0813433112721045
2011,Computing,Female,35-54,Wastage,185.16379198982304
2012,Computing,Female,35-54,Wastage,188.11374764364678
2013,Computing,Female,35-54,Wastage,194.74921208227357
2014,Computing,Female,35-54,Wastage,195.05588602195246
2015,Computing,Female,35-54,Wastage,232.0561256865814
2016,Computing,Female,35-54,Wastage,195.90432756130818
2017,Computing,Female,35-54,Wastage,231.21473382640824
2011,Design & Technology,Female,35-54,Wastage,247.44245094531368
2012,Design & Technology,Female,35-54,Wastage,227.65620987116802
2013,Design & Technology,Female,35-54,Wastage,257.0408195150376
2014,Design & Technology,Female,35-54,Wastage,264.7417114741977
2015,Design & Technology,Female,35-54,Wastage,295.127969842014
2016,Design & Technology,Female,35-54,Wastage,303.09310042974596
2017,Design & Technology,Female,35-54,Wastage,345.588361446513
2011,Drama,Female,35-54,Wastage,86.84893481982247
2012,Drama,Female,35-54,Wastage,97.90118365166086
2013,Drama,Female,35-54,Wastage,117.78013670515476
2014,Drama,Female,35-54,Wastage,131.4002170389169
2015,Drama,Female,35-54,Wastage,152.3436594889132
2016,Drama,Female,35-54,Wastage,201.13919897305604
2017,Drama,Female,35-54,Wastage,146.41313444730184
2011,English,Female,35-54,Wastage,606.9913588859141
2012,English,Female,35-54,Wastage,592.2433492048541
2013,English,Female,35-54,Wastage,750.3700693199432
2014,English,Female,35-54,Wastage,837.8220288257623
2015,English,Female,35-54,Wastage,900.0576844372093
2016,English,Female,35-54,Wastage,973.2775826009622
2017,English,Female,35-54,Wastage,943.0784132618048
2011,Food,Female,35-54,Wastage,71.81457304088723
2012,Food,Female,35-54,Wastage,50.97791030043642
2013,Food,Female,35-54,Wastage,93.72827643755488
2014,Food,Female,35-54,Wastage,83.10761822261631
2015,Food,Female,35-54,Wastage,104.35116395876355
2016,Food,Female,35-54,Wastage,102.13263367725654
2017,Food,Female,35-54,Wastage,124.79502776792731
2011,Geography,Female,35-54,Wastage,102.00783147879339
2012,Geography,Female,35-54,Wastage,105.33713159827256
2013,Geography,Female,35-54,Wastage,122.43964729813203
2014,Geography,Female,35-54,Wastage,155.41881890742275
2015,Geography,Female,35-54,Wastage,184.6534199950079
2016,Geography,Female,35-54,Wastage,214.22398941941785
2017,Geography,Female,35-54,Wastage,260.1685312302732
2011,History,Female,35-54,Wastage,119.68529090779583
2012,History,Female,35-54,Wastage,138.77557409916088
2013,History,Female,35-54,Wastage,161.43599618049043
2014,History,Female,35-54,Wastage,172.62650779762865
2015,History,Female,35-54,Wastage,175.15034607918585
2016,History,Female,35-54,Wastage,239.0740360970438
2017,History,Female,35-54,Wastage,228.8946792411719
2011,Mathematics,Female,35-54,Wastage,490.93812531614304
2012,Mathematics,Female,35-54,Wastage,446.50419383289443
2013,Mathematics,Female,35-54,Wastage,471.8409033361495
2014,Mathematics,Female,35-54,Wastage,539.0850119224713
2015,Mathematics,Female,35-54,Wastage,571.5134016545188
2016,Mathematics,Female,35-54,Wastage,619.5555945756814
2017,Mathematics,Female,35-54,Wastage,657.7579211524792
2011,Modern Foreign Languages,Female,35-54,Wastage,510.8926543465817
2012,Modern Foreign Languages,Female,35-54,Wastage,472.86169039702366
2013,Modern Foreign Languages,Female,35-54,Wastage,562.2912676387751
2014,Modern Foreign Languages,Female,35-54,Wastage,553.7232875998209
2015,Modern Foreign Languages,Female,35-54,Wastage,610.4209265237942
2016,Modern Foreign Languages,Female,35-54,Wastage,602.7338525652399
2017,Modern Foreign Languages,Female,35-54,Wastage,716.43039360808
2011,Music,Female,35-54,Wastage,92.81606592751578
2012,Music,Female,35-54,Wastage,98.76141923922553
2013,Music,Female,35-54,Wastage,128.12361529203812
2014,Music,Female,35-54,Wastage,120.2198932563255
2015,Music,Female,35-54,Wastage,92.25925127518295
2016,Music,Female,35-54,Wastage,135.28794396598872
2017,Music,Female,35-54,Wastage,146.2089381976146
2011,Others,Female,35-54,Wastage,302.8382656623854
2012,Others,Female,35-54,Wastage,294.63756801903355
2013,Others,Female,35-54,Wastage,319.5028489703496
2014,Others,Female,35-54,Wastage,361.95659522233035
2015,Others,Female,35-54,Wastage,391.6908315247101
2016,Others,Female,35-54,Wastage,370.55433503919267
2017,Others,Female,35-54,Wastage,384.9450339136139
2011,Physical Education,Female,35-54,Wastage,122.50271854995644
2012,Physical Education,Female,35-54,Wastage,119.71629555936791
2013,Physical Education,Female,35-54,Wastage,139.08305766175982
2014,Physical Education,Female,35-54,Wastage,176.28953375519112
2015,Physical Education,Female,35-54,Wastage,219.11956889199058
2016,Physical Education,Female,35-54,Wastage,227.94257233526037
2017,Physical Education,Female,35-54,Wastage,258.01494248051347
2011,Physics,Female,35-54,Wastage,90.04927388644889
2012,Physics,Female,35-54,Wastage,106.06256492881016
2013,Physics,Female,35-54,Wastage,118.7773641557529
2014,Physics,Female,35-54,Wastage,117.0819967860876
2015,Physics,Female,35-54,Wastage,156.72969808700344
2016,Physics,Female,35-54,Wastage,179.02378507772428
2017,Physics,Female,35-54,Wastage,194.04338406045167
2011,Religious Education,Female,35-54,Wastage,112.58178154670101
2012,Religious Education,Female,35-54,Wastage,133.7621130685486
2013,Religious Education,Female,35-54,Wastage,133.88153876269155
2014,Religious Education,Female,35-54,Wastage,154.6172813797633
2015,Religious Education,Female,35-54,Wastage,181.96963542428594
2016,Religious Education,Female,35-54,Wastage,203.13214416953696
2017,Religious Education,Female,35-54,Wastage,172.10393720071764
2011,Art & Design,Male,35-54,Wastage,56.59091726592045
2012,Art & Design,Male,35-54,Wastage,53.01661831095384
2013,Art & Design,Male,35-54,Wastage,66.39547147865478
2014,Art & Design,Male,35-54,Wastage,64.28593140669493
2015,Art & Design,Male,35-54,Wastage,87.76947368607294
2016,Art & Design,Male,35-54,Wastage,114.08773084191522
2017,Art & Design,Male,35-54,Wastage,83.23992498110252
2011,Biology,Male,35-54,Wastage,138.79784326299574
2012,Biology,Male,35-54,Wastage,123.44202281640602
2013,Biology,Male,35-54,Wastage,122.80016868986408
2014,Biology,Male,35-54,Wastage,126.64932931127713
2015,Biology,Male,35-54,Wastage,161.44891657403906
2016,Biology,Male,35-54,Wastage,136.57660212031172
2017,Biology,Male,35-54,Wastage,156.90302580090372
2011,Business Studies,Male,35-54,Wastage,98.71944217551675
2012,Business Studies,Male,35-54,Wastage,75.87856893932562
2013,Business Studies,Male,35-54,Wastage,87.43885039065975
2014,Business Studies,Male,35-54,Wastage,126.68615727419136
2015,Business Studies,Male,35-54,Wastage,117.12380827264923
2016,Business Studies,Male,35-54,Wastage,131.84880462007334
2017,Business Studies,Male,35-54,Wastage,118.1269634558295
2011,Chemistry,Male,35-54,Wastage,126.51872389185772
2012,Chemistry,Male,35-54,Wastage,123.05119612976554
2013,Chemistry,Male,35-54,Wastage,205.23151904418233
2014,Chemistry,Male,35-54,Wastage,181.13859455644126
2015,Chemistry,Male,35-54,Wastage,215.01791648586288
2016,Chemistry,Male,35-54,Wastage,180.23156878775993
2017,Chemistry,Male,35-54,Wastage,197.0607191128414
2011,Classics,Male,35-54,Wastage,3.313399532608657
2012,Classics,Male,35-54,Wastage,4.331430826227356
2013,Classics,Male,35-54,Wastage,4.504638853026793
2014,Classics,Male,35-54,Wastage,0.5237049718149762
2015,Classics,Male,35-54,Wastage,4.766856688740548
2016,Classics,Male,35-54,Wastage,3.4383424732929555
2017,Classics,Male,35-54,Wastage,6.599964324184645
2011,Computing,Male,35-54,Wastage,235.37987829370368
2012,Computing,Male,35-54,Wastage,189.84992869849873
2013,Computing,Male,35-54,Wastage,218.78630280748396
2014,Computing,Male,35-54,Wastage,285.084406614918
2015,Computing,Male,35-54,Wastage,271.4133801690053
2016,Computing,Male,35-54,Wastage,244.55546076632754
2017,Computing,Male,35-54,Wastage,261.2051867635709
2011,Design & Technology,Male,35-54,Wastage,192.94888787735923
2012,Design & Technology,Male,35-54,Wastage,176.17397406915384
2013,Design & Technology,Male,35-54,Wastage,244.17668971922848
2014,Design & Technology,Male,35-54,Wastage,257.4744246454013
2015,Design & Technology,Male,35-54,Wastage,268.50435748788834
2016,Design & Technology,Male,35-54,Wastage,289.8270577815671
2017,Design & Technology,Male,35-54,Wastage,271.2665129242311
2011,Drama,Male,35-54,Wastage,36.49236711672701
2012,Drama,Male,35-54,Wastage,42.04209829451885
2013,Drama,Male,35-54,Wastage,39.71273652246631
2014,Drama,Male,35-54,Wastage,60.21460169744264
2015,Drama,Male,35-54,Wastage,43.68059157537579
2016,Drama,Male,35-54,Wastage,59.60779123247372
2017,Drama,Male,35-54,Wastage,61.136672087161216
2011,English,Male,35-54,Wastage,176.19954071608538
2012,English,Male,35-54,Wastage,160.28224971416927
2013,English,Male,35-54,Wastage,200.76151748170352
2014,English,Male,35-54,Wastage,249.28628807368042
2015,English,Male,35-54,Wastage,207.1453856981629
2016,English,Male,35-54,Wastage,239.9222611367668
2017,English,Male,35-54,Wastage,290.11598603072036
2011,Food,Male,35-54,Wastage,9.458770898034409
2012,Food,Male,35-54,Wastage,8.920564548132921
2013,Food,Male,35-54,Wastage,6.571066301414043
2014,Food,Male,35-54,Wastage,11.91438095895171
2015,Food,Male,35-54,Wastage,12.131017135650012
2016,Food,Male,35-54,Wastage,17.629282346095934
2017,Food,Male,35-54,Wastage,16.62487442877787
2011,Geography,Male,35-54,Wastage,81.37916611348565
2012,Geography,Male,35-54,Wastage,90.85061721681933
2013,Geography,Male,35-54,Wastage,98.22177565774399
2014,Geography,Male,35-54,Wastage,157.42585164631666
2015,Geography,Male,35-54,Wastage,127.43008153482911
2016,Geography,Male,35-54,Wastage,176.08873510748822
2017,Geography,Male,35-54,Wastage,175.3927958179591
2011,History,Male,35-54,Wastage,94.4317609782185
2012,History,Male,35-54,Wastage,73.50340690243962
2013,History,Male,35-54,Wastage,104.50436518590053
2014,History,Male,35-54,Wastage,165.39478646558027
2015,History,Male,35-54,Wastage,149.86317975580266
2016,History,Male,35-54,Wastage,159.57758261643534
2017,History,Male,35-54,Wastage,205.62647976256744
2011,Mathematics,Male,35-54,Wastage,442.95593040018616
2012,Mathematics,Male,35-54,Wastage,398.1154956447843
2013,Mathematics,Male,35-54,Wastage,426.554253941136
2014,Mathematics,Male,35-54,Wastage,509.4299682762997
2015,Mathematics,Male,35-54,Wastage,574.1741632384219
2016,Mathematics,Male,35-54,Wastage,572.6015401639125
2017,Mathematics,Male,35-54,Wastage,611.5590612835356
2011,Modern Foreign Languages,Male,35-54,Wastage,83.22874976048277
2012,Modern Foreign Languages,Male,35-54,Wastage,116.72100270155127
2013,Modern Foreign Languages,Male,35-54,Wastage,98.07103367133311
2014,Modern Foreign Languages,Male,35-54,Wastage,116.74561792545255
2015,Modern Foreign Languages,Male,35-54,Wastage,148.5234866423578
2016,Modern Foreign Languages,Male,35-54,Wastage,166.44233836462251
2017,Modern Foreign Languages,Male,35-54,Wastage,151.72927168119057
2011,Music,Male,35-54,Wastage,79.3144354021061
2012,Music,Male,35-54,Wastage,74.4388778697555
2013,Music,Male,35-54,Wastage,112.69567131367597
2014,Music,Male,35-54,Wastage,76.61206316515033
2015,Music,Male,35-54,Wastage,102.37265792686914
2016,Music,Male,35-54,Wastage,112.15343155681833
2017,Music,Male,35-54,Wastage,113.48413865115245
2011,Others,Male,35-54,Wastage,154.42562808952619
2012,Others,Male,35-54,Wastage,125.38620324124302
2013,Others,Male,35-54,Wastage,169.42600060418502
2014,Others,Male,35-54,Wastage,171.19317294819817
2015,Others,Male,35-54,Wastage,196.4748576504823
2016,Others,Male,35-54,Wastage,157.6774050874889
2017,Others,Male,35-54,Wastage,188.52198523035065
2011,Physical Education,Male,35-54,Wastage,120.07730237234185
2012,Physical Education,Male,35-54,Wastage,116.52273879483369
2013,Physical Education,Male,35-54,Wastage,121.62133276252476
2014,Physical Education,Male,35-54,Wastage,157.16612711939342
2015,Physical Education,Male,35-54,Wastage,189.43874541647494
2016,Physical Education,Male,35-54,Wastage,205.64065935513963
2017,Physical Education,Male,35-54,Wastage,214.31777777632033
2011,Physics,Male,35-54,Wastage,191.81441356209044
2012,Physics,Male,35-54,Wastage,172.2763971585354
2013,Physics,Male,35-54,Wastage,202.34990321569927
2014,Physics,Male,35-54,Wastage,330.6596264751443
2015,Physics,Male,35-54,Wastage,237.44717486519357
2016,Physics,Male,35-54,Wastage,250.81619596866344
2017,Physics,Male,35-54,Wastage,285.5181937737878
2011,Religious Education,Male,35-54,Wastage,71.92653170721523
2012,Religious Education,Male,35-54,Wastage,61.9219273438468
2013,Religious Education,Male,35-54,Wastage,81.04825969803035
2014,Religious Education,Male,35-54,Wastage,73.5265629299211
2015,Religious Education,Male,35-54,Wastage,100.49055325834686
2016,Religious Education,Male,35-54,Wastage,117.75833185520129
2017,Religious Education,Male,35-54,Wastage,117.9970023661074
2011,Art & Design,Female,55 and over,Wastage,14.000951345336835
2012,Art & Design,Female,55 and over,Wastage,7.674134398354656
2013,Art & Design,Female,55 and over,Wastage,18.17755427935279
2014,Art & Design,Female,55 and over,Wastage,30.511441246367106
2015,Art & Design,Female,55 and over,Wastage,22.622141756456116
2016,Art & Design,Female,55 and over,Wastage,25.70714564778092
2017,Art & Design,Female,55 and over,Wastage,43.712053218749205
2011,Biology,Female,55 and over,Wastage,22.351100665653675
2012,Biology,Female,55 and over,Wastage,15.668918144460704
2013,Biology,Female,55 and over,Wastage,9.762553604820175
2014,Biology,Female,55 and over,Wastage,23.22638542792588
2015,Biology,Female,55 and over,Wastage,23.106949566181058
2016,Biology,Female,55 and over,Wastage,23.25135748220136
2017,Biology,Female,55 and over,Wastage,33.2587956920923
2011,Business Studies,Female,55 and over,Wastage,4.373272346173424
2012,Business Studies,Female,55 and over,Wastage,7.45751078899214
2013,Business Studies,Female,55 and over,Wastage,7.0431857565875085
2014,Business Studies,Female,55 and over,Wastage,4.9266343398842665
2015,Business Studies,Female,55 and over,Wastage,7.116117742796915
2016,Business Studies,Female,55 and over,Wastage,14.080403730266855
2017,Business Studies,Female,55 and over,Wastage,22.8089719576574
2011,Chemistry,Female,55 and over,Wastage,6.211752629465728
2012,Chemistry,Female,55 and over,Wastage,19.927518588817474
2013,Chemistry,Female,55 and over,Wastage,10.074159369853241
2014,Chemistry,Female,55 and over,Wastage,14.83400753645834
2015,Chemistry,Female,55 and over,Wastage,26.13472745506806
2016,Chemistry,Female,55 and over,Wastage,40.705883064773666
2017,Chemistry,Female,55 and over,Wastage,39.05587710877114
2011,Classics,Female,55 and over,Wastage,1.2151955214408152
2012,Classics,Female,55 and over,Wastage,2.153325793696041
2013,Classics,Female,55 and over,Wastage,2.078933270044834
2014,Classics,Female,55 and over,Wastage,0
2015,Classics,Female,55 and over,Wastage,5.14878457553893
2016,Classics,Female,55 and over,Wastage,0
2017,Classics,Female,55 and over,Wastage,6.619491158929897
2011,Computing,Female,55 and over,Wastage,10.69510750705951
2012,Computing,Female,55 and over,Wastage,6.758825755372765
2013,Computing,Female,55 and over,Wastage,9.012219034124474
2014,Computing,Female,55 and over,Wastage,13.493417731955095
2015,Computing,Female,55 and over,Wastage,18.95072643704856
2016,Computing,Female,55 and over,Wastage,14.990797799373901
2017,Computing,Female,55 and over,Wastage,35.24713309627838
2011,Design & Technology,Female,55 and over,Wastage,18.022568469504552
2012,Design & Technology,Female,55 and over,Wastage,14.00867660088466
2013,Design & Technology,Female,55 and over,Wastage,17.28666023596768
2014,Design & Technology,Female,55 and over,Wastage,29.51388523845761
2015,Design & Technology,Female,55 and over,Wastage,35.53248972842745
2016,Design & Technology,Female,55 and over,Wastage,35.291058407236136
2017,Design & Technology,Female,55 and over,Wastage,50.36822991012641
2011,Drama,Female,55 and over,Wastage,8.787067111249304
2012,Drama,Female,55 and over,Wastage,0.17360112548777482
2013,Drama,Female,55 and over,Wastage,11.972759732638107
2014,Drama,Female,55 and over,Wastage,13.104422875931817
2015,Drama,Female,55 and over,Wastage,11.772775332011927
2016,Drama,Female,55 and over,Wastage,10.968053882079372
2017,Drama,Female,55 and over,Wastage,8.625315432943177
2011,English,Female,55 and over,Wastage,81.22753757854352
2012,English,Female,55 and over,Wastage,58.64674484767037
2013,English,Female,55 and over,Wastage,76.83289888247573
2014,English,Female,55 and over,Wastage,70.15798916882055
2015,English,Female,55 and over,Wastage,95.88874089454586
2016,English,Female,55 and over,Wastage,111.4136423938129
2017,English,Female,55 and over,Wastage,166.8046451423772
2011,Food,Female,55 and over,Wastage,7.41083404027506
